Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
휴대폰성지,https://www.crunchbase.com/organization/휴대폰,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Advertising, Sales and Marketing",,,,,,"Advertising, Advertising Platforms","Daegu, Taegu-jikhalsi, South Korea",
플랩풋볼 Plab Football,https://www.crunchbase.com/organization/플랩풋볼-plab-football,,Private,For Profit,1-10,,Seed,2021-02-28,,2016-08-11,day,Active,,,,5,Seed,2000000000,KRW,1777960,2000000000,KRW,1777960,Seed,3008784,USD,3008784,3008784,USD,3008784,"Primer Sazze Partners, Strong Ventures",2,Asia-Pacific (APAC),"Internet Services, Media and Entertainment, Sports",,,,,,"Soccer, Social Media, Sports","Mapo, Seoul-t'ukpyolsi, South Korea",
코엑스 2024 상반기 IFS 프랜차이즈 창업박람회 사전등록 (3.21~3.23),https://www.crunchbase.com/organization/코엑스-2024-상반기-ifs-프랜차이즈-창업박람회-사전등록-3-21-3-23,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
코빗웨이브,https://www.crunchbase.com/organization/코인빗웨이브,,Private,For Profit,11-50,,,,,2023-06-02,day,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),,,,,,,,"Seoul, Seoul-t'ukpyolsi, South Korea",
챗GPT ChatGPT Korea,https://www.crunchbase.com/organization/챗gpt-chatgpt-korea,,Private,,11-50,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창업 준비를 위한 스스로 꼭 체크해야하는 7가지,https://www.crunchbase.com/organization/창업-준비를-위한-스스로-꼭-체크해야하는-7가지,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
주안출장안마,https://www.crunchbase.com/organization/주안출장안마,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제73회 프랜차이즈 창업박람회 SETEC 2024 사전등록 (4.11~4.13),https://www.crunchbase.com/organization/제73회-프랜차이즈-창업박람회-setec-2024-사전등록-4-11-4-13,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
온­카­지­노 | ONCA | its33.com,https://www.crunchbase.com/organization/온-카-지-노-onca-99ute-com,,Private,For Profit,101-250,,,,,2010-01-01,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
안녕우리회사이름,https://www.crunchbase.com/organization/안녕우리회사이름,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스테이션카지노,https://www.crunchbase.com/organization/스테이션카지노,,Private,Non-profit,11-50,,,,,2019-01-01,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서현라이프(SEOHYUN LIFE),https://www.crunchbase.com/organization/서현라이프-seohyun-life-20ba,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,Manufacturing,,,,,,Manufacturing,,
서현라이프(SeoHyun Life),https://www.crunchbase.com/organization/서현라이프-seohyun-life,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,Manufacturing,,,,,,Manufacturing,,
서울출장안마,https://www.crunchbase.com/organization/massage-envy,,Private,For Profit,10001+,Was Acquired,Private Equity,2010-01-04,,2002-01-01,year,Active,Yes,,2,2,M&A,,,,,,,Private Equity,40000000,USD,40000000,40000000,USD,40000000,Princeton Ventures,1,Asia-Pacific (APAC),Other,,,,,,Service Industry,"Seoul, Seoul-t'ukpyolsi, South Korea",1
서울출장안마,https://www.crunchbase.com/organization/서울출장안마,,Private,For Profit,251-500,,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
샌즈카지노,https://www.crunchbase.com/organization/샌즈카지노,,Private,For Profit,101-250,,,,,2021-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,,"Internet Services, Media and Entertainment, Travel and Tourism",,,,,,"Casino, Media and Entertainment, Social Media",,
붐카지노.net,https://www.crunchbase.com/organization/붐카지노-net,,Private,For Profit,51-100,,,,,2019-04-01,day,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),Internet Services,,,,,,Internet,"Seoul, Seoul-t'ukpyolsi, South Korea",
먹튀폴리스,https://www.crunchbase.com/organization/먹튀폴리스,,Private,For Profit,1-10,,,,,2016-01-01,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴욕버거,https://www.crunchbase.com/organization/뉴욕버거,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나 텍사스 산다! (TexasKoreans.com),https://www.crunchbase.com/organization/나-텍사스-산다-texaskoreans-com,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,Community and Lifestyle,,,,,,Communities,,
고질라 VS. 콩 (2021) 한국 최신 영화 다시 보기,https://www.crunchbase.com/organization/고질라-vs-콩-2021-한국-최신-영화-다시-보기,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강남출장안마,https://www.crunchbase.com/organization/강남출장안마,,Private,For Profit,251-500,,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹹魚翻生 Default Alive,https://www.crunchbase.com/organization/鹹魚翻生-default-alive,,Private,For Profit,1-10,,,,,2022-05-01,day,Active,,,,,,,,,,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US","Content and Publishing, Information Technology, Media and Entertainment",,,,,,"Information Technology, News, Publishing","San Francisco, California, United States",
香港國際基督教會 Hong Kong International Christian Church,https://www.crunchbase.com/organization/hong-kong-international-christian-church,,Private,Non-profit,1-10,,,,,2017-08-01,month,Active,,,1,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Community and Lifestyle, Health Care, Mobile, Other, Social Impact",,,,,,"mHealth, Non Profit, Religion, Wellness","Yau Tsim Mong, Kowloon, Hong Kong",
零創科技有限公司,https://www.crunchbase.com/organization/零創科技有限公司,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陽光迷你倉,https://www.crunchbase.com/organization/陽光迷你倉,,Private,For Profit,1-10,,,,,2015-03-03,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
長雄證券,https://www.crunchbase.com/organization/長雄證券,,Private,For Profit,,,,,,2022-03-01,month,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Financial Services, Lending and Investments, Professional Services",,,,,,"Asset Management, Consulting, Trading Platform","Loria, Veneto, Italy",
醫流體股份有限公司,https://www.crunchbase.com/organization/醫流體股份有限公司,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
速成教育 Speed Up Education,https://www.crunchbase.com/organization/速成教育-speed-up-education,,Private,For Profit,51-100,,,,,2014-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,,"Education, Software",,,,,,"EdTech, Education, Language Learning, Training","Burnaby, British Columbia, Canada",
諒設計アーキテクトラーニング,https://www.crunchbase.com/organization/ryosekkei-architect-learning,,Private,For Profit,,,,,,1989-06-02,day,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),,,,,,,,"Tokyo, Tokyo, Japan",
薪傳智庫數位科技股份有限公司 TransAct Technology,https://www.crunchbase.com/organization/薪傳智庫數位科技股份有限公司-transact-technology,,Private,For Profit,,,,,,2020-06-01,month,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
聶星科技股份有限公司,https://www.crunchbase.com/organization/聶星科技股份有限公司,,Private,,11-50,,,,,2021-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
翻墙者(FanQiangZhe.com),https://www.crunchbase.com/organization/fanqiangzhe,,Private,Non-profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Internet Services, Media and Entertainment",,,,,,"Digital Media, Internet","Beijing, Beijing, China",
美斯音樂 MC Music,https://www.crunchbase.com/organization/mc-music-hk,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美思骨,https://www.crunchbase.com/organization/美思骨,,Private,,,,,,,2022-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
羅賓斯科技股份有限公司,https://www.crunchbase.com/organization/羅賓斯科技股份有限公司,,Private,For Profit,11-50,,,,,2019-10-07,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盛宝金融科技,https://www.crunchbase.com/organization/盛宝金融科技,,Private,,51-100,,,,,2020-02-04,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
珃瀅有限公司,https://www.crunchbase.com/organization/珃瀅有限公司,,Private,For Profit,1-10,,,,,2023-06-26,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
狮城攻略,https://www.crunchbase.com/organization/狮城攻略,,Private,For Profit,1-10,,,,,2020-12-01,month,Active,,,1,,,,,,,,,,,,,,,,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,,,,,,"Singapore, Central Region, Singapore",
爱鸡娃,https://www.crunchbase.com/organization/爱鸡娃,,Private,Non-profit,1-10,,,,,2024-05-01,day,Active,,,,,,,,,,,,,,,,,,,,,,Education,,,,,,Education,,
爱网络科技有限公司,https://www.crunchbase.com/organization/爱网络科技有限公司,,Private,,101-250,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無料のテレビビデオチャンネル,https://www.crunchbase.com/organization/無料のテレビビデオチャンネル,,Private,For Profit,1-10,,,,,2017-05-30,day,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
炭匯廚理團隊,https://www.crunchbase.com/organization/碳匯廚理團隊,,Private,For Profit,,,,,,2022-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),,,,,,,,"Taiwan, Jiangsu, China",
澄風科技,https://www.crunchbase.com/organization/澄風科技,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
潞晨科技,https://www.crunchbase.com/organization/luchen-technology-8371,,Private,For Profit,11-50,,Series A,2023-11-13,,2021-01-01,year,Active,,,,1,Early Stage Venture,100000000,CNY,13717421,100000000,CNY,13717421,Series A,100000000,CNY,13717421,100000000,CNY,13717421,"Singtel Innov8, Greater Bay Area Homeland Development Fund, Fortune 500 technology",3,Asia-Pacific (APAC),"Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Information Technology, Service Industry","Haidian, Beijing, China",
潔霺生醫,https://www.crunchbase.com/organization/潔霺生醫,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
温州蓝鲸数字科技有限公司,https://www.crunchbase.com/organization/温州蓝鲸数字有限公司,,Private,,11-50,,,,,2018-09-01,day,Active,,,,,,,,,,,,,,,,,,,,,,Professional Services,,,,,,Consulting,,
桓竑智聯 iHH,https://www.crunchbase.com/organization/桓竑智聯-ihh,,Private,For Profit,11-50,,,,,2015-04-13,day,Active,,,1,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),Internet Services,,,,,,Internet of Things,"Taipei, T'ai-pei, Taiwan",
桐乡灏蓝股权投资基金合伙企业,https://www.crunchbase.com/organization/桐乡灏蓝股权投资基金合伙企业,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),,,,,,,,"Tongxiang, Zhejiang, China",1
株式会社シメイ,https://www.crunchbase.com/organization/株式会社シメイ,,Private,For Profit,,,,,,2007-11-15,day,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),Manufacturing,,,,,,Manufacturing,"Tokyo, Tokyo, Japan",
株式会社ウニードス,https://www.crunchbase.com/organization/株式会社ウニードス,,Private,For Profit,101-250,,,,,2000-06-27,day,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Financial Services, Other",,,,,,"Finance, Financial Services, Service Industry","Tokyo, Tokyo, Japan",
株式会社Soelu,https://www.crunchbase.com/organization/株式会社soelu,,Private,For Profit,,,,,,2021-03-03,day,Active,,,,,,,,,,,,,,,,,,,,,,"Advertising, Sales and Marketing",,,,,,Advertising,,
株式会社REAH Technologies,https://www.crunchbase.com/organization/株式会社reah-technologies,,Private,For Profit,1-10,,,,,2018-11-01,day,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Commerce and Shopping, Real Estate, Travel and Tourism",,,,,,"Hospitality, Property Management, Real Estate, Rental","Minato, Chiba, Japan",
株式会社 TwoFive,https://www.crunchbase.com/organization/株式会社-twofive,,Private,For Profit,1-10,,,,,2014-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),Internet Services,,,,,,Internet,"Tokyo, Tokyo, Japan",
极致代练游戏平台,https://www.crunchbase.com/organization/极致代练游戏平台,,Private,For Profit,1-10,,,,,2022-08-30,day,Closed,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Financial Services, Information Technology, Software",,,,,,"Financial Services, Information Technology, Software","Guangan, Sichuan, China",
李佳動,https://www.crunchbase.com/organization/李佳動,,Private,For Profit,,,,,,2024-04-01,month,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),Software,,,,,,Software,"Taipei, T'ai-pei, Taiwan",
智谱华章,https://www.crunchbase.com/organization/智谱华章,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
智亁区块链科技有限公司,https://www.crunchbase.com/organization/智亁区块链科技有限公司,,Private,For Profit,11-50,,,,,2017-09-06,day,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Government and Military, Information Technology",,,,,,"Government, Information Technology","Shenzhen, Guangdong, China",
易路代理,https://www.crunchbase.com/organization/易路代理-yiluproxy,,Private,For Profit,1-10,,,,,2022-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,,"Apps, Community and Lifestyle, Information Technology, Professional Services, Sales and Marketing, Software",,,,,,"Information Technology, Marketing, Professional Networking, Web Apps",,
新生技術開発研究所,https://www.crunchbase.com/organization/新生技術開発研究所,,Private,For Profit,,,,,,1992-06-02,day,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),,,,,,,,"Fukuoka-shi, Fukuoka, Japan",
新加坡商田中系統雲端有限公司台北分公司,https://www.crunchbase.com/organization/新加坡商田中系統雲端有限公司台北分公司,,Private,For Profit,,,,,,2007-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),Information Technology,,,,,,Information Technology,"Taipei, T'ai-pei, Taiwan",
放鐵客股份有限公司,https://www.crunchbase.com/organization/放鐵客股份有限公司,,Private,For Profit,1-10,,,,,2017-06-15,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
扬州市铂光照明科技有限公司,https://www.crunchbase.com/organization/扬州市铂光照明科技有限公司,,Private,For Profit,11-50,,,,,2010-03-03,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
托me,https://www.crunchbase.com/organization/托me,,Private,For Profit,11-50,,,,,2017-05-05,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
德州扑克app下载,https://www.crunchbase.com/organization/德州扑克app下载,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
微光娛樂科技,https://www.crunchbase.com/organization/微光娛樂科技,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
律果科技股份有限公司,https://www.crunchbase.com/organization/律果科技股份有限公司,,Private,,,,,,,2019-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张高峰,https://www.crunchbase.com/organization/张高峰,,Private,For Profit,51-100,,,,,1990-01-02,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
开云体育,https://www.crunchbase.com/organization/开云体育,,Private,For Profit,10001+,,,,,2021-01-03,day,Active,,,,,,,,,,,,,,,,,,,,,,Media and Entertainment,,,,,,Digital Entertainment,,
希爾商學院,https://www.crunchbase.com/organization/希爾商學院,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),,,,,,,,"Hong Kong, Hong Kong Island, Hong Kong",
帆船,https://www.crunchbase.com/organization/帆船,,Private,For Profit,,,Seed,2019-09-03,,2019-01-01,year,Active,,,,2,Seed,3000000,USD,3000000,3000000,USD,3000000,Seed,3000000,USD,3000000,5000000,USD,5000000,The Baupost Group,1,,,,,,,,,,
布咕Bogoo,https://www.crunchbase.com/organization/布咕bogoo,,Private,For Profit,,,,,,2018-09-23,day,Active,,,2,,,,,,,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US","Community and Lifestyle, Internet Services, Media and Entertainment, Mobile",,,,,,"Dating, Internet, Mobile, Social Media","New York, New York, United States",
嵐朔生技,https://www.crunchbase.com/organization/嵐朔生技,,Private,,,,,,,2023-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小金库钱包,https://www.crunchbase.com/organization/小金库钱包-174e,,Private,Non-profit,251-500,,,,,1999-04-03,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富盛国际物流,https://www.crunchbase.com/organization/富盛国际物流,,Private,For Profit,11-50,,,,,2011-08-25,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富利寰旅資訊科技有限公司,https://www.crunchbase.com/organization/富利寰旅資訊科技有限公司,,Private,For Profit,1-10,,,,,2017-05-25,day,Active,,,1,,,,,,,,,,,,,,,,,,,"Health Care, Information Technology, Other, Software",,,,,,"Health Care, Information Technology, Professional Services, Software",,
客湖KEHU,https://www.crunchbase.com/organization/madeforgoods,,Private,For Profit,51-100,,Series A,2019-02-27,,2016-01-01,year,Active,,,4,1,Early Stage Venture,3000000,USD,3000000,3000000,USD,3000000,Series A,3000000,USD,3000000,3000000,USD,3000000,"French Partners, Fengqiao Capital",2,Asia-Pacific (APAC),"Commerce and Shopping, Software",,,,,,"E-Commerce, SaaS, Software","Shanghai, Shanghai, China",
宜興源股份有限公司,https://www.crunchbase.com/organization/宜興源股份有限公司,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
夸克皇朝,https://www.crunchbase.com/organization/夸克皇朝,,Private,For Profit,51-100,,,,,2010-04-08,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太库科技,https://www.crunchbase.com/organization/techcode-2,,Private,For Profit,51-100,,,,,2013-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),Community and Lifestyle,,,,,,Communities,"Beijing, Beijing, China",
天道金科,https://www.crunchbase.com/organization/天道金科,,Private,Non-profit,101-250,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大象科技-土豆中文网,https://www.crunchbase.com/organization/大象科技-土豆中文网,,Private,Non-profit,11-50,,,,,1997-01-02,day,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大象科技,https://www.crunchbase.com/organization/大象科技,,Private,Non-profit,51-100,,,,,2009-02-02,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大象科技,https://www.crunchbase.com/organization/大象科技-3727,,Private,,51-100,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
墻知乎,https://www.crunchbase.com/organization/墻知乎,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
墙妈妈,https://www.crunchbase.com/organization/墙妈妈,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
團結香港基金 Our Hong Kong Foundation,https://www.crunchbase.com/organization/團結香港基金-our-hong-kong-foundation,,Private,For Profit,101-250,,,,,2014-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Health Care, Other, Social Impact",,,,,,"Home Health Care, Non Profit","Central, Hong Kong Island, Hong Kong",
国外客-高质量国外网赚,https://www.crunchbase.com/organization/国外客-高质量国外网赚,,Private,For Profit,1-10,,,,,2019-01-30,day,Closed,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Advertising, Internet Services, Media and Entertainment, Sales and Marketing",,,,,,"Advertising, Internet, Social Media","Suzhou, Jiangsu, China",
台罡科技,https://www.crunchbase.com/organization/台罡科技,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台灣創博識有限公司,https://www.crunchbase.com/organization/台灣創博識有限公司,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
可澍科技有限公司 CoCoTree,https://www.crunchbase.com/organization/可澍科技有限公司-cocotree,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
半区,https://www.crunchbase.com/organization/半区,,Private,For Profit,11-50,,Seed,2022-05-01,,2021-10-14,day,Active,,,3,2,Seed,2000000,CNY,302641,2000000,CNY,302641,Seed,332641,USD,332641,332641,USD,332641,"Shanda Games, Amino Capital, Ondine Capital",3,Asia-Pacific (APAC),"Data and Analytics, Internet Services, Mobile, Software",,,,,,"Big Data, Consumer Software, Enterprise Software, Internet, Mobile, Social Network","Beijing, Beijing, China",
北京优投科技孵化器有限公司,https://www.crunchbase.com/organization/北京优投科技孵化器有限公司,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
創新搬運搬屋公司,https://www.crunchbase.com/organization/創新搬運搬屋公司,,Private,For Profit,11-50,,,,,1990-07-05,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
全穎智聯有限公司,https://www.crunchbase.com/organization/全穎智聯有限公司,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
兒童 舞蹈 課程,https://www.crunchbase.com/organization/兒童-舞蹈-課程,,Private,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
免费v2ray节点,https://www.crunchbase.com/organization/免费v2ray节点,,Private,For Profit,1-10,,,,,1901-01-01,day,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
