Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
!pet projectinrichters,https://www.crunchbase.com/organization/pet-projectinrichters,,Private,For Profit,11-50,,,,,1857-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Commerce and Shopping, Consumer Goods, Manufacturing",,,,,,"Furniture, Manufacturing, Rental","Hoogeveen, Zuid-Holland, The Netherlands",
!pet visuele communicatie,https://www.crunchbase.com/organization/pet-visuele-communicatie,,Private,For Profit,11-50,,,,,1857-01-01,day,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Commerce and Shopping, Content and Publishing, Design, Media and Entertainment",,,,,,"Graphic Design, Printing, Retail","Hoogeveen, Zuid-Holland, The Netherlands",
!SHOUTTAG,https://www.crunchbase.com/organization/shouttag,,Private,For Profit,1-10,,,,,2012-02-17,day,Active,,,2,,,,,,,,,,,,,,,,,,"Greater Los Angeles Area, Inland Empire, West Coast",Sales and Marketing,,,,,,"Marketing, Social Media Marketing","Murrieta, California, United States",
!Woon,https://www.crunchbase.com/organization/woon,,Private,For Profit,101-250,,,,,1988-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Energy, Media and Entertainment, Professional Services, Real Estate",,,,,,"Advice, Energy, Legal, Property Management","Amsterdam, Noord-Holland, The Netherlands",
"""AboutYou""",https://www.crunchbase.com/organization/aboutyou,,Private,For Profit,1-10,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""appartement à rénover""​",https://www.crunchbase.com/organization/appartement-à-rénover,,Private,For Profit,1-10,,,,,2006-01-01,day,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Real Estate,,,,,,Real Estate,"Paris, Ile-de-France, France",
"""Believe & Succeed""",https://www.crunchbase.com/organization/believe-succeed,,Private,For Profit,1-10,,,,,1985-01-01,year,Closed,,,,,,,,,,,,,,,,,,,,,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US","Administrative Services, Education, Professional Services",,,,,,"Consulting, Human Resources, Training","Saint Paul, Minnesota, United States",
"""Bureau BM""",https://www.crunchbase.com/organization/bureau-bm,,Private,For Profit,11-50,,,,,1997-11-21,day,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Advertising, Sales and Marketing",,,,,,"Advertising, Marketing","Sliedrecht, Zuid-Holland, The Netherlands",
"""Chinese Entrepreneur"" Magazine",https://www.crunchbase.com/organization/chinese-entrepreneur-magazine,,Private,For Profit,,,,,,1985-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Advertising, Content and Publishing, Media and Entertainment, Other, Sales and Marketing",,,,,,"Advertising, Publishing, Subscription Service","Xicheng, Hebei, China",
"""Count On Us"" Income Tax & Bookkeeping",https://www.crunchbase.com/organization/count-on-us-income-tax-bookkeeping,,Private,For Profit,1-10,,,,,1973-01-01,year,Active,,,1,,,,,,,,,,,,,,,,,,"Greater Los Angeles Area, West Coast, Western US","Financial Services, Other, Professional Services",,,,,,"Accounting, Financial Services, Professional Services","Burbank, California, United States",
"""DATATRANS Internet"" Kft.",https://www.crunchbase.com/organization/datatrans-internet-kft,,Private,For Profit,,,,,,1999-09-01,day,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,,,,"Székesfehérvár, Fejer, Hungary",
"""Dr Rathi’s Rehab Center",https://www.crunchbase.com/organization/dr-rathi-s-rehab-center,,Private,Non-profit,1-10,,,,,2006-01-01,day,Active,,,,,,,,,,,,,,,,,,,,,,Health Care,,,,,,Health Care,,
"""e""",https://www.crunchbase.com/organization/e-8a08,,Private,Non-profit,1-10,,,,,2002-01-01,year,Active,,,1,,,,,,,,,,,,,,,,,,"Greater Boston Area, East Coast, New England","Education, Other, Professional Services, Social Impact",,,,,,"Education, Environmental Consulting, Non Profit","Charlestown, Massachusetts, United States",
"""Establish"" d.o.o. Sarajevo",https://www.crunchbase.com/organization/establish-d-o-o-sarajevo,,Private,For Profit,11-50,,,,,2000-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Information Technology, Professional Services, Software",,,,,,"Consulting, Information Technology, Software","Sarajevo, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina",
"""First"" Sales & Marketing",https://www.crunchbase.com/organization/first-sales-marketing,,Private,For Profit,1-10,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Information Technology, Privacy and Security, Sales and Marketing",,,,,,"Information Technology, Network Security, Sales","Hamburg, Hamburg, Germany",
"""I Can"" Pediatric Therapies",https://www.crunchbase.com/organization/i-can-pediatric-therapies,,Private,For Profit,11-50,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, Southern US",Health Care,,,,,,"Health Care, Medical, Therapeutics, Wellness","Wilkesboro, North Carolina, United States",
"""K"" Line",https://www.crunchbase.com/organization/k-line-1faf,,Private,For Profit,1001-5000,,,,,1919-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)",Transportation,,,,,,"Logistics, Shipping, Transportation","London, England, United Kingdom",
"""O'Connor Landscape",https://www.crunchbase.com/organization/o-connor-landscape,,Private,For Profit,501-1000,,,,,1971-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater Boston Area, East Coast, New England","Information Technology, Real Estate, Software",,,,,,"Building Maintenance, Construction, Contact Management","Duxbury, Massachusetts, United States",
"""Ocadeus"" Monitoring System",https://www.crunchbase.com/organization/ocadeus-monitoring-system,,Private,For Profit,11-50,,,,,2017-05-29,day,Active,,,,,,,,,,,,,,,,,,,,,Middle East and North Africa (MENA),"Information Technology, Internet Services, Software",,,,,,"Developer Tools, Information Technology, Internet, Software","Yerevan, Yerevan, Armenia",
"""Pathway Genomics""",https://www.crunchbase.com/organization/pathway-genomics,,Private,For Profit,101-250,,Series E,2016-01-05,,2008-09-01,day,Closed,,,1,2,Late Stage Venture,40000000,USD,40000000,40000000,USD,40000000,Series E,43000000,USD,43000000,43000000,USD,43000000,"Founders Fund, Western Technology Investment, IBM Ventures, IBM Watson",4,,,$100M to $500M,,,,,,,
"""PPC360ads"" Digital marketing agency",https://www.crunchbase.com/organization/ppc360ads-digital-marketing-agency,,Private,For Profit,1-10,,,,,2016-09-01,day,Active,,,,,,,,,,,,,,,,,,,,,,"Advertising, Sales and Marketing",,,,,,"Advertising, Direct Marketing",,
"""Save""ty Yellow Products",https://www.crunchbase.com/organization/save-ty-yellow-products,,Private,For Profit,11-50,,,,,2003-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, Southern US","Commerce and Shopping, Manufacturing, Transportation",,,,,,"Industrial, Manufacturing, Warehousing, Wholesale","Charles, Georgia, United States",
"""Simplify Your Life & Load""",https://www.crunchbase.com/organization/simplify-your-life-load,,Private,,,,,,,2014-11-01,day,Closed,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,Association,,
"""Sun"" Social Welfare",https://www.crunchbase.com/organization/sun-social-welfare,,Private,For Profit,1001-5000,,,,,1987-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Community and Lifestyle, Health Care",,,,,,"Child Care, Communities, Elderly, Health Care","Fukuoka, Fukuoka, Japan",
"""Text & Technik"" - Webseiten-Optimierung",https://www.crunchbase.com/organization/text-technik-webseiten-optimierung,,Private,For Profit,1-10,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Data and Analytics, Information Technology, Internet Services",,,,,,"Analytics, Information Technology, Internet","Freiburg, Baden-Wurttemberg, Germany",
"""Veles PP""",https://www.crunchbase.com/organization/veles-pp,,Private,For Profit,11-50,,,,,2010-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Financial Services, Professional Services",,,,,,"Accounting, Financial Services, Insurance, Legal","Rostov-on-don, Rostov, Russian Federation",
"""VTI"" PrJSC",https://www.crunchbase.com/organization/vti-prjsc,,Private,For Profit,101-250,,,,,1972-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Consumer Electronics, Hardware, Software",,,,,,"Computer, Software","Kyiv, Kyyiv, Ukraine",
"""Városliget Patika"" Bt.",https://www.crunchbase.com/organization/városliget-patika-bt,,Private,For Profit,,,,,,1996-02-01,day,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Health Care, Professional Services",,,,,,"Consulting, Health Care, Medical, Pharmaceutical","Budapest, Budapest, Hungary",
"""Was hab’ ich?"" gGmbH",https://www.crunchbase.com/organization/was-hab-ich-ggmbh,,Private,For Profit,,,,,,2012-03-01,day,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Health Care, Internet Services, Professional Services",,,,,,"Internet, Medical, Translation Service","Dresden, Sachsen, Germany",
"""Z"" LINE",https://www.crunchbase.com/organization/z-line,,Private,For Profit,51-100,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),Transportation,,,,,,"Logistics, Shipping, Transportation","New Delhi, Delhi, India",
#00F Agency,https://www.crunchbase.com/organization/00f-agency,,Private,For Profit,1-10,,,,,2019-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Advertising, Design, Internet Services, Sales and Marketing, Software",,,,,,"Advertising, Internet, UX Design, Web Design, Web Development","Milan, Lombardia, Italy",
#1 ALERT,https://www.crunchbase.com/organization/1-alert,,Private,For Profit,1-10,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"Greater Seattle Area, West Coast, Western US","Education, Government and Military, Other",,,,,,"Association, Government, Training","Woodinville, Washington, United States",
#1 All Signs & Printing,https://www.crunchbase.com/organization/1-all-signs-printing,,Private,For Profit,1-10,,,,,2011-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US","Manufacturing, Other, Sales and Marketing",,,,,,"Commercial, Digital Signage, Manufacturing","Central Islip, New York, United States",
#1 DiamondSource,https://www.crunchbase.com/organization/1-diamondsource,,Private,For Profit,11-50,,,,,1991-01-01,day,Active,,,,,,,,,,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US","Commerce and Shopping, Consumer Goods",,,,,,"E-Commerce, Jewelry, Retail, Wholesale","New York, New York, United States",
#1 Mental Health Boutique “Smart Meditation”,https://www.crunchbase.com/organization/1-mentalhealt-butiqua-smart-meditation,,Private,For Profit,11-50,,Seed,2023-02-14,,2022-06-05,day,Active,,,,1,Seed,,,,,,,Seed,,,,,,,,,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Health Care, Information Technology, Software",,,,,,"Health Care, Information Technology, Mental Health, Software, Wellness","Dubai, Dubai, United Arab Emirates",
#1 Pansexual Dating Site,https://www.crunchbase.com/organization/1-pansexual-dating-site,,Private,Non-profit,101-250,,,,,2019-04-03,day,Active,,,,,,,,,,,,,,,,,,,,,Great Lakes,,,,,,,,"Vaughan, Ontario, Canada",
#1 Phoenix SEO | Arizona's Premier Search Marketing Company,https://www.crunchbase.com/organization/1-phoenix-seo,,Private,For Profit,,,,,,,,Active,,,1,,,,,,,,,,,,,,,,,,"Greater Phoenix Area, Western US",Sales and Marketing,,,,,,Digital Marketing,"Phoenix, Arizona, United States",
#1 Real Estate Services,https://www.crunchbase.com/organization/1-real-estate-services,,Private,For Profit,11-50,,,,,2008-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"East Coast, Southern US","Financial Services, Real Estate",,,,,,"Finance, Property Management, Real Estate","Fort Myers, Florida, United States",
#1 SEO,https://www.crunchbase.com/organization/san-diego-seo-guru,,Private,For Profit,1-10,,,,,2012-01-01,day,Active,,,1,,,,,,,,,,,,,,,,,,"Greater San Diego Area, West Coast, Western US","Advertising, Internet Services, Professional Services, Sales and Marketing",,,,,,"Advertising, Consulting, SEM, SEO","San Diego, California, United States",
#1 Wholesale,https://www.crunchbase.com/organization/1-wholesale,,Private,For Profit,11-50,,,,,2000-01-01,month,Active,,,,,,,,,,,,,,,,,,,,,"Greater Atlanta Area, East Coast, Southern US","Commerce and Shopping, Consumer Goods, Food and Beverage, Manufacturing",,,,,,"Manufacturing, Tobacco, Wholesale","Cumming, Georgia, United States",
#10,https://www.crunchbase.com/organization/10-llc,,Private,For Profit,11-50,,,,,2000-01-01,day,Active,,,1,,,,,,,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US","Commerce and Shopping, Professional Services, Software",,,,,,"Consulting, E-Commerce, Shopping, Software","San Francisco, California, United States",
#2,https://www.crunchbase.com/organization/2,,Private,For Profit,1-10,,,,,2000-12-27,day,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Information Technology,,,,,,"Information and Communications Technology (ICT), Information Technology","Rotterdam, Zuid-Holland, The Netherlands",
#31 IT Solutions,https://www.crunchbase.com/organization/31-it-solutions,,Private,For Profit,11-50,,,,,2018-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Design, Sales and Marketing, Software",,,,,,"Digital Marketing, Graphic Design, Software, Web Development","Sanabis, Jidd Hafs, Bahrain",
#3Dbizimisimiz,https://www.crunchbase.com/organization/3dbizimisimiz,,Private,For Profit,11-50,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)","Education, Manufacturing, Software",,,,,,"3D Printing, Software, Training","Istanbul, Istanbul, Turkey",
#67,https://www.crunchbase.com/organization/67,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#://CNXT,https://www.crunchbase.com/organization/cnxt,,Private,For Profit,11-50,,Pre-Seed,2024-02-07,,2017-08-23,day,Active,,,1,1,Seed,,,,,,,Pre-Seed,,,,,,,Ajay Malik,1,"Greater New York Area, East Coast, Northeastern US","Financial Services, Information Technology, Internet Services, Media and Entertainment, Payments, Software",,,,,,"Consumer Software, Enterprise Software, Finance, Financial Services, FinTech, Information Technology, Internet, Social Media, Software, Virtual Currency","New York, New York, United States",
#ADINDEX,https://www.crunchbase.com/organization/adindex,,Private,For Profit,11-50,,,,,2013-01-01,day,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Advertising, Internet Services, Sales and Marketing",,,,,,"Advertising, Email Marketing, SEO","Dnipropetrovsk, Dnipropetrovs'ka Oblast', Ukraine",
#adm VENTURES,https://www.crunchbase.com/organization/adm-ventures,,Private,For Profit,11-50,,,,Venture Capital,2015-07-20,day,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Financial Services, Lending and Investments",,,,,,"Finance, Financial Exchanges, Financial Services","Lugano, Ticino, Switzerland",27
#agileKoblenz,https://www.crunchbase.com/organization/agilekoblenz,,Private,Non-profit,51-100,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Community and Lifestyle, Education, Other, Social Impact",,,,,,"Communities, Non Profit, Personal Development","Sankt Sebastian, Karnten, Austria",
#AnEyeOn,https://www.crunchbase.com/organization/aneyeon,,Private,For Profit,11-50,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Advertising, Sales and Marketing",,,,,,"Advertising, Brand Marketing, Digital Marketing, Marketing","Delhi, Delhi, India",
#be,https://www.crunchbase.com/organization/be-9baa,,Private,For Profit,1-10,,,,,2014-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Apps, Mobile, Software",,,,,,"Apps, Mobile Apps","Lugano, Ticino, Switzerland",
#BeeWell,https://www.crunchbase.com/organization/beewell-161c,,Private,Non-profit,11-50,,,,,2012-09-01,month,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Data and Analytics, Health Care, Other, Social Impact",,,,,,"Analytics, Charity, Health Care, Non Profit, Wellness","Manchester, Manchester, United Kingdom",
#BLKBX STUDIOS,https://www.crunchbase.com/organization/blkbx-studios,,Private,For Profit,11-50,,,,,2014-05-01,day,Active,,,,,,,,,,,,,,,,,,,,,Great Lakes,"Other, Professional Services, Sales and Marketing",,,,,,"Business Development, Digital Marketing, Professional Services","Toronto, Ontario, Canada",
#BuildersNetwork,https://www.crunchbase.com/organization/buildersnetwork,,Private,For Profit,,,,,,2012-01-01,year,Active,,,3,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Community and Lifestyle,,,,,,Communities,"Berlin, Berlin, Germany",
#clicksgefühle,https://www.crunchbase.com/organization/clicksgefühle,,Private,For Profit,11-50,,,,,2000-01-01,year,Active,,,1,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Content and Publishing, Information Technology, Internet Services, Media and Entertainment, Sales and Marketing, Software",,,,,,"Creative Agency, Digital Marketing, Information Technology, SEO, Web Development","Neusiedl Am See, Burgenland, Austria",
#DDayAlliance,https://www.crunchbase.com/organization/WorldGamingEntertainmentLLC,,Private,For Profit,1-10,,,,,,,Closed,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Die.Digitalfabrik,https://www.crunchbase.com/organization/die-digitalfabrik,,Private,For Profit,11-50,,,,,2020-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Internet Services, Media and Entertainment, Sales and Marketing, Software",,,,,,"Content Creators, Digital Marketing, Search Engine, Social Media, Web Development","Dortmund, Nordrhein-Westfalen, Germany",
#digital pro,https://www.crunchbase.com/organization/digital-pro,,Private,For Profit,1-10,,,,,2018-10-08,day,Active,,,,,,,,,,,,,,,,,,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Advertising, Internet Services, Sales and Marketing",,,,,,"Advertising, Digital Marketing, Internet","Zoetermeer, Zuid-Holland, The Netherlands",
#dot:dot,https://www.crunchbase.com/organization/dot-dot,,Private,For Profit,11-50,,Non-equity Assistance,2021-12-16,,2021-01-01,year,Active,,,,1,,,,,,,,,,,,,,,Incubateur Belle de Mai,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Hardware, Internet Services, Mobile",,,,,,"Internet, Telecommunications, Wireless","Les Auvergnes, Rhone-Alpes, France",
#Dovyo,https://www.crunchbase.com/organization/dovyo-technologies-private-limited,,Private,For Profit,11-50,,,,,2022-02-10,day,Active,,,,,,,,,,,,,,,,,,,,,Asia-Pacific (APAC),"Information Technology, Software",,,,,,"Information Technology, Software","Trichy, Tamil Nadu, India",
#eHealthy BRAND,https://www.crunchbase.com/organization/ehealthy-brand,,Private,For Profit,1-10,,,,,2014-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Advertising, Design, Sales and Marketing",,,,,,"Advertising, Marketing, Web Design","Hägendorf, Aargau, Switzerland",
#EVERYBODYSKATES,https://www.crunchbase.com/organization/everybodyskates,,Private,For Profit,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"Greater San Diego Area, West Coast, Western US","Clothing and Apparel, Commerce and Shopping, Design, Internet Services",,,,,,"Apparel, E-Commerce, E-Commerce Platforms, Fashion","Vista, California, United States",
#Evolve,https://www.crunchbase.com/organization/evolve-25b9,,Private,For Profit,11-50,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,"Asia-Pacific (APAC), Australasia","Administrative Services, Information Technology, Media and Entertainment, Other",,,,,,"Advice, Information and Communications Technology (ICT), Information Technology, Project Management","Brisbane, Queensland, Australia",
#Fly,https://www.crunchbase.com/organization/fly,,Private,For Profit,11-50,,,,,,,Closed,,,1,,,,,,,,,,,,,,,,,,Western US,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software, Travel and Tourism",,,,,,"Artificial Intelligence (AI), Information Technology, Machine Learning, Travel","Tucson, Arizona, United States",
#GETFLOATY,https://www.crunchbase.com/organization/getfloaty,,Private,For Profit,51-100,,,,,2015-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater Los Angeles Area, West Coast, Western US","Commerce and Shopping, Consumer Goods",,,,,,"E-Commerce, Toys, Wholesale","Torrance, California, United States",
#GIFPIX Experiential,https://www.crunchbase.com/organization/gifpix-experiential,,Private,For Profit,1-10,,,,,2018-01-01,day,Active,,,,,,,,,,,,,,,,,,,,,"Europe, Middle East, and Africa (EMEA)","Media and Entertainment, Sales and Marketing",,,,,,"Brand Marketing, Digital Media","London, England, United Kingdom",
#Gifted,https://www.crunchbase.com/organization/gifted-7d05,,Private,For Profit,1-10,,,,,2021-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Asia-Pacific (APAC), Australasia","Advertising, Media and Entertainment, Sales and Marketing",,,,,,"Advertising, Content, Marketing","Sydney, New South Wales, Australia",
#GirlsClub,https://www.crunchbase.com/organization/girlsclub,,Private,For Profit,,,,,,2018-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,"Greater Phoenix Area, Western US",,,,,,,,"Chandler, Arizona, United States",
#HALFTHESTORY,https://www.crunchbase.com/organization/halfthestory,,Private,Non-profit,1-10,,,,,2015-01-01,year,Active,,,1,,,,,,,,,,,,,,,,,,"Greater Chicago Area, Great Lakes, Midwestern US","Education, Internet Services, Media and Entertainment, Other, Professional Services, Social Impact",,,,,,"Customer Service, Education, Non Profit, Social Media","Western Springs, Illinois, United States",
#HashtagLunchbag,https://www.crunchbase.com/organization/hashtaglunchbag,,Private,For Profit,,,,,,2012-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#HaterzStayBack,https://www.crunchbase.com/organization/haterzstayback,,Private,Non-profit,1-10,,,,,2013-01-01,year,Active,,,1,,,,,,,,,,,,,,,,,,"Greater Los Angeles Area, West Coast, Western US","Commerce and Shopping, Other, Social Impact, Sports",,,,,,"E-Commerce, Fitness, Non Profit, Sporting Goods","Beverly Hills, California, United States",
#hellodigital,https://www.crunchbase.com/organization/hellodigital,,Private,For Profit,,,,,,1991-01-01,year,Active,,,,,,,,,,,,,,,,,,,,,,Government and Military,,,,,,Government,,
