Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
Twitch,https://www.crunchbase.com/organization/twitch,Growing,Private,For Profit,1001-5000,"Made Acquisitions, Was Acquired",Series C,2013-09-30,,2007-01-01,year,Active,,,6,3,M&A,20000000,USD,20000000,20000000,USD,20000000,Series C,35000000,USD,35000000,35000000,USD,35000000,"Thrive Capital, Take-Two Interactive Software, Y Combinator, Bessemer Venture Partners, Felicis",10,"San Francisco Bay Area, West Coast, Western US","Content and Publishing, Gaming, Internet Services, Media and Entertainment, Video",,Medium,,,,"Gaming, Media and Entertainment, Social Media, Video, Video Games, Video Streaming","San Francisco, California, United States",1
HalloSophia by finothek GmbH,https://www.crunchbase.com/organization/finothek,,Private,For Profit,11-50,,Seed,2022-10-25,,2021-02-28,day,Active,,,6,4,Seed,650000,USD,650000,650000,USD,650000,Seed,1510000,USD,1510000,1510000,USD,1510000,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Commerce and Shopping, Financial Services, Information Technology, Other, Professional Services",,,,,,"Customer Service, E-Commerce, FinTech, Information Technology, Professional Services","Linz, Oberosterreich, Austria",
Women Who Code,https://www.crunchbase.com/organization/women-who-code,Not Growing,Private,Non-profit,11-50,,Grant,2021-08-25,,2013-01-01,year,Closed,,,6,2,Seed,150000,USD,150000,120000,USD,120000,Seed,120000,USD,120000,270000,USD,270000,"Y Combinator, Algorand Foundation",2,"Greater Atlanta Area, East Coast, Southern US","Other, Social Impact",,High,,,,"Charity, Non Profit, Service Industry","Atlanta, Georgia, United States",
Supercell,https://www.crunchbase.com/organization/supercell,,Private,For Profit,501-1000,"Made Acquisitions, Was Acquired",Series B,2013-04-18,,2010-05-01,day,Active,,,6,3,M&A,130000000,USD,130000000,130000000,USD,130000000,Series B,143032267,USD,143032267,143032267,USD,143032267,"Accel, Index Ventures, Lifeline Ventures, LVP, Atomico",10,"European Union (EU), Nordic Countries, Scandinavia",Gaming,,,,,,"Gaming, PC Games, Video Games","Helsinki, Southern Finland, Finland",24
ScoutDI,https://www.crunchbase.com/organization/scout-drone-inspection,,Private,For Profit,11-50,,Seed,2023-04-12,,2017-11-01,day,Active,,,6,8,Seed,2500000,USD,2500000,2500000,USD,2500000,Seed,8055000,USD,8055000,8055000,USD,8055000,"DNV, Equinor Ventures, Investinor",3,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)","Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software",,,,,,"Drones, Robotics","Trondheim, Sor-Trondelag, Norway",
VOCHI,https://www.crunchbase.com/organization/vochi,,Private,For Profit,11-50,Was Acquired,Seed,2021-07-23,,2019-04-04,day,Closed,,,6,3,M&A,2400000,USD,2400000,2400000,USD,2400000,Seed,3900000,USD,3900000,3900000,USD,3900000,"Startup Wise Guys, ICLUB VC, Andrei Avsievich, BRISE Capital, Angelsdeck Global Ventures",13,"Europe, Middle East, and Africa (EMEA), European Union (EU), Middle East","Apps, Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Hardware, Media and Entertainment, Mobile, Science and Engineering, Software, Video",,,,,,"Artificial Intelligence (AI), Computer Vision, Mobile Apps, Photo Editing, Video Editing","Nicosia, Nicosia, Cyprus",
Cajal Neuroscience,https://www.crunchbase.com/organization/cajal-neuroscience,Growing,Private,For Profit,51-100,,Series A,2022-11-29,,2020-01-01,year,Active,,,6,2,Early Stage Venture,96000000,USD,96000000,96000000,USD,96000000,Series A,96000000,USD,96000000,96000000,USD,96000000,"Bristol-Myers Squibb, Evotec, Alexandria Venture Investments, Dolby Family Ventures, The Column Group",7,"Greater Seattle Area, West Coast, Western US","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Neuroscience, Pharmaceutical, Therapeutics","Seattle, Washington, United States",
Upside Technologies,https://www.crunchbase.com/organization/upsidetechnology,,Private,For Profit,11-50,,Venture - Series Unknown,2022-02-06,,2018-02-27,day,Active,,,6,4,,530966,GBP,718555,530966,GBP,718555,Venture - Series Unknown,3130966,GBP,4292056,3130966,GBP,4292056,Houghton Lane,1,"Europe, Middle East, and Africa (EMEA)","Financial Services, Information Technology, Internet Services, Lending and Investments, Software",,,,,,"Financial Services, FinTech, Impact Investing, Information Technology, Internet, Software, Trading Platform","London, England, United Kingdom",
Kitemill,https://www.crunchbase.com/organization/kitemill,,Private,For Profit,11-50,,Equity Crowdfunding,2023-04-28,,2008-01-01,day,Active,,,6,6,,389932,EUR,433884,389932,EUR,433884,Equity Crowdfunding,5389932,EUR,6031136,11179932,EUR,12611745,"European Innovation Council, European Commission, Crowdcube, Folkeinvest, EASME - EU Executive Agency for SMEs",6,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)","Energy, Natural Resources, Sustainability",,,,,,"Clean Energy, Energy, Renewable Energy, Wind Energy","Vossevangen, Hordaland, Norway",
Lysosomal Therapeutics,https://www.crunchbase.com/organization/lysosomal-therapeutics,,Private,For Profit,1-10,Was Acquired,Series A,2015-02-03,,2011-01-01,year,Active,,,6,2,M&A,20000000,USD,20000000,20000000,USD,20000000,Series A,24800000,USD,24800000,24800000,USD,24800000,"Atlas Venture, Hatteras Venture Partners, Lilly Ventures, Roche Venture Fund, Partners Innovation Fund",8,"Greater Boston Area, East Coast, New England","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Health Care, Therapeutics","Cambridge, Massachusetts, United States",4
YOURIKA,https://www.crunchbase.com/organization/yourika,,Private,For Profit,11-50,,Seed,2022-10-31,,2018-03-01,day,Active,,,6,3,Seed,2620000,USD,2620000,2620000,USD,2620000,Seed,2620000,USD,2620000,2620000,USD,2620000,"Techstars, Plug and Play, Amazon Alexa Fund, Globalive, Two Small Fish Ventures",12,Great Lakes,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), E-Learning, Education, PaaS","Waterloo, Ontario, Canada",
Health Rosetta Group,https://www.crunchbase.com/organization/health-rosetta-group,,Private,For Profit,1-10,,Debt Financing,2022-05-24,,2015-01-01,year,Active,,,6,3,Seed,1000000,USD,1000000,,,,Seed,,,,1968560,USD,1968560,Particular Ventures,1,"Greater Seattle Area, West Coast, Western US",Health Care,,,,,,"Health Care, Personal Health","Seattle, Washington, United States",
Phytelligence,https://www.crunchbase.com/organization/phytelligence,,Private,For Profit,11-50,Was Acquired,Series B,2018-07-09,,2012-01-01,year,Closed,,,6,4,M&A,9850000,USD,9850000,9850000,USD,9850000,Series B,22310000,USD,22310000,25310000,USD,25310000,"Keiretsu Capital, Washington Research Foundation, Cowles Company, Avrio Capital",4,"Greater Seattle Area, West Coast, Western US","Agriculture and Farming, Biotechnology, Health Care, Science and Engineering, Software",,,,,,"AgTech, Biotechnology, Developer Platform, Medical","Seattle, Washington, United States",
Brainfund,https://www.crunchbase.com/organization/everipedia,,Private,For Profit,11-50,,Series A,2018-02-08,,2022-10-01,month,Active,,,6,3,Early Stage Venture,30000000,USD,30000000,30000000,USD,30000000,Series A,30120000,USD,30120000,30120000,USD,30120000,"Galaxy Digital, Mucker Capital, EOS VC Fund",3,,"Blockchain and Cryptocurrency, Design, Internet Services, Other, Software",,,,,,"Blockchain, Developer Platform, Online Portals, Web Design, Web Development","Grand Cayman, Midland, Cayman Islands",
Isomark Health,https://www.crunchbase.com/organization/isomark,,Private,For Profit,1-10,,Seed,2022-12-07,,2005-01-01,year,Active,,,6,7,Seed,2650000,USD,2650000,2650000,USD,2650000,Seed,3193153,USD,3193153,3193153,USD,3193153,"Innova Memphis, Johnsonville Sausage, Wisconsin Alumni Research Foundation",3,"Great Lakes, Midwestern US","Agriculture and Farming, Biotechnology, Health Care, Science and Engineering",,,,,,"AgTech, Biotechnology, Health Care, Medical Device","Madison, Wisconsin, United States",
F50,https://www.crunchbase.com/organization/f50,,Private,For Profit,1-10,,Seed,2015-06-15,"Syndicate, Venture Capital",2014-01-01,year,Active,,"Early Stage Venture, Venture",6,1,Seed,2500000,USD,2500000,2500000,USD,2500000,Seed,2500000,USD,2500000,2500000,USD,2500000,,,"San Francisco Bay Area, Silicon Valley, West Coast","Financial Services, Lending and Investments",,,,,,"Angel Investment, Financial Services, Venture Capital","Palo Alto, California, United States",14
STAMP,https://www.crunchbase.com/organization/stamp-taxfree,,Private,For Profit,1-10,,Seed,2024-06-01,,2018-01-01,year,Active,,,6,2,Seed,500000,EUR,542825,500000,EUR,542825,Seed,1850000,EUR,2046522,1850000,EUR,2046522,"ZhenFund, b2venture, Cabiedes & Partners, Undisclosed Angel Investor",4,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Commerce and Shopping, Financial Services, Travel and Tourism",,,,,,"Financial Services, Shopping, Travel","Amsterdam, Noord-Holland, The Netherlands",
Zapaygo,https://www.crunchbase.com/organization/zapaygo-2,,Private,For Profit,1-10,,Equity Crowdfunding,2020-04-17,,2015-08-20,day,Active,,,6,7,,831230,GBP,1039828,831230,GBP,1039828,Equity Crowdfunding,2593800,USD,2593800,5863799,USD,5863799,Crowdcube,1,"Europe, Middle East, and Africa (EMEA)","Financial Services, Information Technology, Mobile, Payments, Software",,,,,,"Financial Services, Information Services, Information Technology, Mobile Payments","Lichfield, Staffordshire, United Kingdom",
Showingly,https://www.crunchbase.com/organization/showingly,,Private,For Profit,11-50,,Seed,2021-05-01,,2018-11-01,month,Active,,,6,5,Seed,275000,USD,275000,275000,USD,275000,Seed,1725000,USD,1725000,1725000,USD,1725000,RallyCry Ventures,1,"Greater Denver Area, Western US","Apps, Internet Services, Real Estate, Software, Transportation",,,,,,"Apps, Home Services, Internet, Logistics, Real Estate, Software","Denver, Colorado, United States",
Welcome Homes,https://www.crunchbase.com/organization/welcome-homes,Growing,Private,For Profit,11-50,,Series A,2023-01-12,,2020-01-01,year,Active,,,6,2,Early Stage Venture,29000000,USD,29000000,29000000,USD,29000000,Series A,34450000,USD,34450000,34450000,USD,34450000,"Alumni Ventures, Soma Capital, Founders First Capital Partners, 8VC, Global Founders Capital",22,"Greater New York Area, East Coast, Northeastern US",Real Estate,,,,,,"Real Estate, Residential","New York, New York, United States",
Vlocity,https://www.crunchbase.com/organization/vlocity,,Private,For Profit,251-500,Was Acquired,Series C,2019-03-26,,2014-03-01,month,Closed,,,6,4,M&A,60000000,USD,60000000,60000000,USD,60000000,Series C,162800000,USD,162800000,162800000,USD,162800000,"Accenture, Sutter Hill Ventures, Bessemer Venture Partners, Salesforce Ventures, Kennet Partners",9,"San Francisco Bay Area, West Coast, Western US","Apps, Information Technology, Internet Services, Mobile, Software",,,,,,"Cloud Data Services, Enterprise Applications, Enterprise Software, Mobile, SaaS, Software","San Francisco, California, United States",
Futureplay Games,https://www.crunchbase.com/organization/futureplay-games,Growing,Private,For Profit,11-50,Was Acquired,Venture - Series Unknown,2016-08-25,,2015-02-27,day,Active,,,6,2,M&A,2500000,USD,2500000,2500000,USD,2500000,Venture - Series Unknown,2928937,USD,2928937,2928937,USD,2928937,"Creandum, Heartcore Capital, LVP, DN Capital, Juha Paananen",7,"European Union (EU), Nordic Countries, Scandinavia","Gaming, Media and Entertainment",,Medium,,,,"Gaming, Media and Entertainment, Video Games","Helsinki, Southern Finland, Finland",
Vitagene,https://www.crunchbase.com/organization/vitagene,,Private,For Profit,11-50,,Seed,2017-09-01,,2014-01-01,year,Active,,,6,6,Seed,,,,,,,Seed,6100000,USD,6100000,7200000,USD,7200000,"Illumina, Plug and Play, Viking Global Investors, S28 Capital, Babel Ventures",9,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Food and Beverage, Health Care, Information Technology, Software",$10M to $50M,,,,,"Data Mining, Dietary Supplements, Health Care, Machine Learning, Personal Health, Personalization, Wellness","San Francisco, California, United States",
Navigator,https://www.crunchbase.com/organization/navigator,,Private,For Profit,11-50,,Series A,2016-06-20,,2016-06-01,month,Active,,,6,1,Early Stage Venture,12000000,USD,12000000,12000000,USD,12000000,Series A,12000000,USD,12000000,12000000,USD,12000000,"SV Angel, CRV, Designer Fund, #Angels, Drew Houston",5,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Information Technology, Messaging and Telecommunications, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Information Technology, Meeting Software, Productivity Tools, Software","San Francisco, California, United States",
MC10,https://www.crunchbase.com/organization/mc10,,Private,For Profit,11-50,,Venture - Series Unknown,2018-08-20,,2008-01-01,year,Active,,,6,13,,10028000,USD,10028000,10028000,USD,10028000,Venture - Series Unknown,117249484,USD,117249484,117249484,USD,117249484,"Medtronic, Windham Venture Partners, North Bridge Venture Partners & Growth Equity, OUP (Osage University Partners), Braemar Energy Ventures",13,"Greater Boston Area, East Coast, New England","Consumer Electronics, Hardware, Science and Engineering",$100M to $500M,,,,,"Electronics, Semiconductor, Wearables","Lexington, Massachusetts, United States",
Semantic Machines,https://www.crunchbase.com/organization/semantic-machines,,Private,For Profit,11-50,Was Acquired,Series B,2015-12-23,,2014-08-12,day,Closed,,,6,2,M&A,12380178,USD,12380178,12380178,USD,12380178,Series B,20880178,USD,20880178,20880178,USD,20880178,"General Catalyst, Bain Capital Ventures",2,"San Francisco Bay Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Machine Learning, Natural Language Processing","Berkeley, California, United States",
Greenr Technologies Ltd,https://www.crunchbase.com/organization/greenr-technologies-ltd,,Private,For Profit,11-50,,Equity Crowdfunding,2023-05-12,,2020-05-01,day,Active,,,6,3,,440936,GBP,549053,440936,GBP,549053,Equity Crowdfunding,1564728,USD,1564728,1564728,USD,1564728,"Crowdcube, Aurelia Ventures",2,"Europe, Middle East, and Africa (EMEA)","Apps, Community and Lifestyle, Software",,,,,,"Apps, Lifestyle","London, England, United Kingdom",
NetBox Labs,https://www.crunchbase.com/organization/netbox-labs,Growing,Private,For Profit,11-50,,Series A,2023-04-11,,2023-01-01,year,Active,,,6,2,Early Stage Venture,20000000,USD,20000000,20000000,USD,20000000,Series A,20000000,USD,20000000,20000000,USD,20000000,"IBM, Notable Capital, Two Sigma Ventures, NS1, Salesforce Ventures",10,"Greater New York Area, East Coast, Northeastern US","Community and Lifestyle, Professional Services, Software",,,,,,"Open Source, Professional Networking, SaaS","New York, New York, United States",
Agricycle,https://www.crunchbase.com/organization/agricycle,,Private,For Profit,11-50,,Seed,2021-09-01,,2019-01-01,year,Active,,,6,4,Seed,2400000,USD,2400000,2400000,USD,2400000,Seed,4250000,USD,4250000,4260000,USD,4260000,"Evergreen Climate Innovations, Connetic Ventures, CSA Partners LLC, Wisconsin Investment Partners, BrightStar Wisconsin Foundation",7,"Great Lakes, Midwestern US","Agriculture and Farming, Food and Beverage, Manufacturing, Other, Sustainability",,,,,,"Agriculture, Food and Beverage, Food Processing, Manufacturing, Product Management, Sustainability, Waste Management","Milwaukee, Wisconsin, United States",
BUX,https://www.crunchbase.com/organization/bux,,Private,For Profit,51-100,"Made Acquisitions, Was Acquired",Series C,2021-04-22,,2014-10-01,month,Active,,,6,8,M&A,67000000,EUR,80496822,67000000,EUR,80496822,Series C,115785745,USD,115785745,115785745,USD,115785745,"Tencent, HV Capital, Prosus Ventures, b2venture, Initial Capital",15,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Financial Services, Lending and Investments",,,,,,"Finance, Financial Services, FinTech, Stock Exchanges, Trading Platform","Amsterdam, Noord-Holland, The Netherlands",
Medumo,https://www.crunchbase.com/organization/medumo-2,,Private,For Profit,1-10,Was Acquired,Seed,2018-03-16,,2013-12-01,month,Active,,,6,6,M&A,,,,,,,Seed,2120000,USD,2120000,2120000,USD,2120000,"Y Combinator, UpHonest Capital, MassChallenge, Palm Drive Capital, AAF Management Ltd.",13,"Greater Boston Area, East Coast, New England","Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Email, Health Care, Medical","Boston, Massachusetts, United States",
Oregrown Industries,https://www.crunchbase.com/organization/oregrown-industries-inc,,Private,For Profit,51-100,,Secondary Market,2022-08-05,,2013-12-13,day,Active,,,6,2,,,,,4000000,USD,4000000,Venture - Series Unknown,4000000,USD,4000000,4000000,USD,4000000,Aviv Hadar,1,"West Coast, Western US","Agriculture and Farming, Community and Lifestyle, Food and Beverage, Health Care",,,,,,"Agriculture, Cannabis","Bend, Oregon, United States",
CSATS,https://www.crunchbase.com/organization/csats,,Private,For Profit,11-50,Was Acquired,Grant,2016-08-09,,2014-01-01,year,Active,,,6,3,M&A,3283516,USD,3283516,2500000,USD,2500000,Series A,2500000,USD,2500000,6533516,USD,6533516,"MedTech Innovator, Founders' Co-op, HealthTech Capital, Washington Research Foundation, Family Angel Management Fund",7,"Greater Seattle Area, West Coast, Western US","Data and Analytics, Health Care",,,,,,"Analytics, Health Care, Health Diagnostics, Medical Device","Seattle, Washington, United States",
Tenacity,https://www.crunchbase.com/organization/tenacity-a63b,,Private,For Profit,1-10,,Seed,2021-10-07,,2019-01-01,year,Active,,,6,1,Seed,3000000,USD,3000000,3000000,USD,3000000,Seed,3000000,USD,3000000,3000000,USD,3000000,"HPA (Hyde Park Angels), Sandalphon Capital, Base Investments",3,"Great Lakes, Midwestern US","Information Technology, Privacy and Security, Software",,,,,,"Network Security, SaaS","Ann Arbor, Michigan, United States",
Dream Of Dragon Games,https://www.crunchbase.com/organization/dream-of-dragon-games,,Private,For Profit,51-100,,Series A,2017-11-27,,2014-09-10,day,Active,,,6,2,Early Stage Venture,10000000,CNY,1516162,10000000,CNY,1516162,Series A,13000000,CNY,1996964,13000000,CNY,1996964,"Bright Venture Capital, Great Chiliocosm Capital",2,Asia-Pacific (APAC),"Gaming, Media and Entertainment, Mobile, Software",,,,,,"Gaming, Media and Entertainment, Mobile, Software","Nanshanqu, Guangdong, China",
Zanroo,https://www.crunchbase.com/organization/zanroo,Growing,Private,For Profit,101-250,,Series A,2017-07-13,,2013-08-06,day,Active,,,6,1,Early Stage Venture,7400000,USD,7400000,7400000,USD,7400000,Series A,7400000,USD,7400000,7400000,USD,7400000,Shift Ventures,1,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Data and Analytics, Information Technology, Internet Services, Media and Entertainment, Other, Professional Services, Sales and Marketing, Software",,,,,,"Analytics, Customer Service, Digital Marketing, Digital Media, Information Technology, Marketing Automation, Social CRM, Social Media, Social Media Marketing","Lat Phrao, Krung Thep, Thailand",
dDriven Solutions,https://www.crunchbase.com/organization/ddriven-solutions-pte-ltd,,Private,For Profit,11-50,,Seed,2018-05-28,,2015-12-03,day,Active,,,6,2,Seed,1500000,USD,1500000,1500000,USD,1500000,Seed,2500000,USD,2500000,2500000,USD,2500000,"SAR GROUP, Ncubate Capital Partners",2,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Artificial Intelligence (AI), Data and Analytics, Internet Services, Software",,,,,,"Analytics, Big Data, Internet of Things, Predictive Analytics, SaaS","Singapore, Central Region, Singapore",
ideas42,https://www.crunchbase.com/organization/ideas42,Growing,Private,For Profit,51-100,,Grant,2018-03-19,,2008-01-01,year,Active,,,6,4,,2200000,USD,2200000,,,,,,,,3400000,USD,3400000,"Global Innovation Fund, MacArthur Foundation",2,"Greater New York Area, East Coast, Northeastern US","Education, Other, Social Impact",,High,,,,"Association, Education, Non Profit","New York, New York, United States",
Home Capital,https://www.crunchbase.com/organization/home-capital-outlet,,Private,For Profit,101-250,,Seed,2023-04-15,,2015-02-01,day,Active,,,6,3,Seed,1000000,USD,1000000,1000000,USD,1000000,Seed,5000000,USD,5000000,5000000,USD,5000000,GRUPO BANCOLOMBIA,1,Latin America,"Commerce and Shopping, Financial Services, Real Estate",,,,,,"Financial Services, FinTech, Marketplace, Property Development, PropTech","Medellín, Antioquia, Colombia",
mlean,https://www.crunchbase.com/organization/mlean,,Private,For Profit,11-50,,Series A,2023-01-30,,2014-11-01,month,Active,,,6,1,Early Stage Venture,3000000,EUR,3254986,3000000,EUR,3254986,Series A,3000000,EUR,3254986,3000000,EUR,3254986,Criteria Venture Tech,1,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Information Technology, Manufacturing, Science and Engineering, Software",,,,,,"Industrial Automation, Industrial Manufacturing, Information Technology, Software","Valladolid, Castilla y Leon, Spain",
Yuup,https://www.crunchbase.com/organization/project-3-ventures,Growing,Private,For Profit,11-50,,Seed,2023-05-19,,2020-01-01,month,Active,,,6,3,Seed,250000,GBP,311225,250000,GBP,311225,Seed,1236479,GBP,1652362,1236479,GBP,1652362,"Crowdcube, Bristol & Bath Regional Capital, Bristol City Funds",3,"Europe, Middle East, and Africa (EMEA)","Commerce and Shopping, Community and Lifestyle, Internet Services",,High,,,,"Internet, Leisure, Marketplace","Bristol, Bristol, City of, United Kingdom",
Movi,https://www.crunchbase.com/organization/movi,,Private,For Profit,11-50,,Venture - Series Unknown,2018-07-04,,2014-01-01,day,Active,,,6,1,,1800000,USD,1800000,1800000,USD,1800000,Venture - Series Unknown,1800000,USD,1800000,1800000,USD,1800000,"David Helgason, Bogomil Balkansky, Hampus Jakobsson, Promentum Equity Partners, Soo Boon Koh",9,"Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Information Technology, Media and Entertainment, Mobile, Science and Engineering, Software, Video",,,,,,"Artificial Intelligence (AI), Big Data, Digital Media, Information Technology, Machine Learning, Mobile, Video, Video Streaming","Oslo, Oslo, Norway",
Vert.run,https://www.crunchbase.com/organization/vert-run-inc,,Private,For Profit,11-50,,Pre-Seed,2022-08-01,,2019-03-20,day,Active,,,6,4,Seed,135000,USD,135000,135000,USD,135000,Pre-Seed,729000,USD,729000,729000,USD,729000,"LAUNCH, Mario Solari, Pablo Ivelic, Enrico Vicentini, Cristobal Forno",7,"Greater Philadelphia Area, East Coast, Southern US","Education, Health Care, Internet Services, Sports",,,,,,"Education, Internet, Outdoors, Personal Health, Sports, Wellness","Newark, Delaware, United States",
Personify,https://www.crunchbase.com/organization/personify-3,,Private,For Profit,101-250,Made Acquisitions,Debt Financing,2015-04-13,,2009-08-04,day,Active,,,6,5,Early Stage Venture,1299980,USD,1299980,2587193,USD,2587193,Series A,6737193,USD,6737193,8037173,USD,8037173,"AMD Ventures, Serra Ventures, Illinois Ventures, Liberty Global Ventures",4,"Greater Chicago Area, Great Lakes, Midwestern US","Media and Entertainment, Software, Video",$10M to $50M,,,,,"Presentations, Software, Video","Chicago, Illinois, United States",
Sorex Sensors,https://www.crunchbase.com/organization/sorex-sensors,,Private,For Profit,1-10,,Seed,2020-08-25,,2017-01-01,month,Active,,,6,3,Seed,900000,GBP,1183493,900000,GBP,1183493,Seed,4100000,GBP,5301974,4100000,GBP,5301974,"SyndicateRoom, Parkwalk Advisors, Martlet Capital, Cambridge Angels group, University of Cambridge Enterprise",7,"Europe, Middle East, and Africa (EMEA)","Hardware, Information Technology, Manufacturing, Other, Science and Engineering",,,,,,"Advanced Materials, Consumer, Information Technology, Sensor","Cambridge, Cambridgeshire, United Kingdom",
Solvent,https://www.crunchbase.com/organization/solvent-f083,,Private,For Profit,11-50,,Seed,2019-03-01,,2019-01-08,day,Active,,,6,1,Seed,850000,USD,850000,850000,USD,850000,Seed,850000,USD,850000,850000,USD,850000,,,Western US,"Financial Services, Payments, Professional Services",,,,,,"Compliance, Consulting, Financial Services, FinTech, Payments","Durango, Colorado, United States",
IMMUNETHEP,https://www.crunchbase.com/organization/immunethep,,Private,For Profit,1-10,,Grant,2022-10-18,,2013-10-16,day,Active,,,6,6,,2500000,EUR,2465663,,,,Venture - Series Unknown,,,,2565663,USD,2565663,"European Innovation Council, Bill & Melinda Gates Foundation, Portugal Ventures, Venture Catalysts",4,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Medical, Pharmaceutical","Cantanhede, Coimbra, Portugal",
Chirp Microsystems,https://www.crunchbase.com/organization/chirp-microsystems,Growing,Private,For Profit,11-50,Was Acquired,Seed,2017-10-01,,2013-01-01,year,Active,,,6,6,M&A,500000,USD,500000,500000,USD,500000,Seed,1500000,USD,1500000,3120999,USD,3120999,"National Science Foundation, DNX Ventures, Dolby Family Ventures, SkyDeck Berkeley, Atlantic Bridge",5,"San Francisco Bay Area, West Coast, Western US","Consumer Electronics, Hardware, Manufacturing, Software",,,,,,"3D Technology, Consumer Electronics, Manufacturing, Sensor","Berkeley, California, United States",
coupond co,https://www.crunchbase.com/organization/coupond-co,,Private,For Profit,1-10,,Seed,2021-12-31,,2020-09-01,day,Active,,,6,1,Seed,2500000,USD,2500000,2500000,USD,2500000,Seed,2500000,USD,2500000,2500000,USD,2500000,The London Fund,1,"Greater New York Area, East Coast, Northeastern US","Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Coupons, SaaS","New York, New York, United States",
Hakuna Matata Solutions,https://www.crunchbase.com/organization/hakuna-matata-solutions,Growing,Private,For Profit,101-250,,Corporate Round,2021-12-27,,2006-02-01,day,Active,,,6,1,,1000000,USD,1000000,1000000,USD,1000000,Corporate Round,1000000,USD,1000000,1000000,USD,1000000,Hardcastle Petrofer,1,Asia-Pacific (APAC),"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Real Estate, Science and Engineering, Software, Transportation",,,,,,"Artificial Intelligence (AI), Construction, Enterprise Applications, Information Technology, Logistics, Software, Virtual Assistant, Web Development","Chennai, Tamil Nadu, India",
Racefox,https://www.crunchbase.com/organization/racefox,,Private,For Profit,11-50,Was Acquired,Venture - Series Unknown,2019-05-16,,2013-01-01,year,Active,,,6,3,M&A,15000000,SEK,1555330,15000000,SEK,1555330,Venture - Series Unknown,21000000,SEK,2254057,5297394,USD,5297394,"Almi Invest, Spintop Ventures, EASME - EU Executive Agency for SMEs, Walerud Ventures",4,"European Union (EU), Nordic Countries, Scandinavia","Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Education, Hardware, Health Care, Other, Science and Engineering, Software, Sports",,,,,,"Artificial Intelligence (AI), Fitness, Real Time, Skiing, Sports, Training, Wearables, Wellness","Stockholm, Stockholms Lan, Sweden",
HeleCloud,https://www.crunchbase.com/organization/helecloud,,Private,For Profit,101-250,Was Acquired,Venture - Series Unknown,2018-10-09,,2016-01-01,year,Active,,,6,1,M&A,2000000,GBP,2631354,2000000,GBP,2631354,Venture - Series Unknown,2000000,GBP,2631354,2000000,GBP,2631354,Business Growth Fund,1,"Europe, Middle East, and Africa (EMEA)","Apps, Data and Analytics, Hardware, Information Technology, Internet Services, Other, Privacy and Security, Software",,,,,,"Apps, Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management, Cloud Security, Cloud Storage, Database, Professional Services, Web Development","London, England, United Kingdom",
