Organization Name,Organization Name URL,Growth Category,IPO Status,Company Type,Number of Employees,Acquisition Status,Last Funding Type,Last Funding Date,Investor Type,Founded Date,Founded Date Precision,Operating Status,Actively Hiring,Investment Stage,Number of Founders,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Most Recent Valuation Range,Growth Confidence,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Industries,Headquarters Location,Number of Investments
Meow Wolf,https://www.crunchbase.com/organization/meow-wolf,Growing,Private,For Profit,501-1000,,Grant,2019-11-13,,2008-01-01,year,Active,,,7,7,,528283,USD,528283,158613855,USD,158613855,Venture - Series Unknown,167208855,USD,167208855,185233538,USD,185233538,"Alsop Louie Partners, New Mexico Economic Development Department, Creative Startups",3,Western US,"Events, Hardware, Media and Entertainment, Music and Audio, Other, Software",,Low,,,,"Art, Augmented Reality, Digital Media, Events, Podcast, Service Industry, Virtual Reality","Santa Fe, New Mexico, United States",
Movile,https://www.crunchbase.com/organization/movile-latin-america,,Private,For Profit,1001-5000,Made Acquisitions,Venture - Series Unknown,2021-08-02,Venture Capital,1998-01-01,year,Active,,"Early Stage Venture, Late Stage Venture, Venture",7,10,,1000000000,BRL,193195649,1000000000,BRL,193195649,Venture - Series Unknown,588195649,USD,588195649,588195649,USD,588195649,"Prosus Ventures, Prosus & Naspers, Innova Capital, MIH, Rio Bravo",5,Latin America,"Commerce and Shopping, Financial Services, Information Technology, Mobile",,,,,,"E-Commerce, Financial Services, Information Services, Information Technology, Mobile","Campina, Sao Paulo, Brazil",20
Invaio Sciences,https://www.crunchbase.com/organization/invaio-sciences,Growing,Private,For Profit,101-250,Made Acquisitions,Debt Financing,2021-10-13,,2018-01-01,year,Active,,,7,4,Late Stage Venture,50000000,USD,50000000,88900000,USD,88900000,Series C,88900000,USD,88900000,138900000,USD,138900000,"Flagship Pioneering, Alexandria Venture Investments, Stage 1 Ventures, K2 HealthVentures, SharesPost Investment Management",6,"Greater Boston Area, East Coast, New England","Agriculture and Farming, Biotechnology, Natural Resources, Science and Engineering, Sustainability",,Medium,,,,"Agriculture, Biotechnology, Natural Resources","Cambridge, Massachusetts, United States",
Reface,https://www.crunchbase.com/organization/refaceai,Growing,Private,For Profit,101-250,,Seed,2021-07-07,,2018-01-01,year,Active,,,7,4,Seed,,,,,,,Seed,5500000,USD,5500000,5500000,USD,5500000,"Andreessen Horowitz, Illusian Founder Office, TQ Ventures, Adventures Lab, Angel Collective Opportunity Fund",10,"Europe, Middle East, and Africa (EMEA)","Apps, Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Mobile, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Digital Entertainment, Generative AI, Machine Learning, Mobile Apps, Software","Kyiv, Kyyiv, Ukraine",
HelloBetter,https://www.crunchbase.com/organization/hellobetter,,Private,For Profit,101-250,,Series A,2023-09-21,,2015-01-01,year,Active,,,7,5,Early Stage Venture,5000000,EUR,5330195,5000000,EUR,5330195,Series A,25000000,EUR,27751264,25000000,EUR,27751264,"MassMutual Ventures, HealthCap, Expon Capital, HSBC Asset Management, Hevella Capital",7,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Health Care, Mobile",,,,,,"Health Care, Medical Device, Mental Health, mHealth, Personal Health, Psychology, Therapeutics","Berlin, Berlin, Germany",
OffWorld,https://www.crunchbase.com/organization/offworld,,Private,For Profit,51-100,,Grant,2022-02-24,,2016-01-01,month,Active,,,7,2,Seed,252433,USD,252433,4000000,USD,4000000,Seed,4000000,USD,4000000,4252433,USD,4252433,"National Science Foundation, Starbridge Venture Capital",2,"Greater Los Angeles Area, West Coast, Western US","Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Natural Resources, Science and Engineering, Software, Transportation",,,,,,"Artificial Intelligence (AI), Industrial Automation, Mining Technology, Robotics, Space Travel","Altadena, California, United States",
Ocean Protocol,https://www.crunchbase.com/organization/ocean-protocol,Growing,Private,For Profit,51-100,,Venture - Series Unknown,2022-05-23,,2017-01-01,year,Active,,,7,7,,5000000,USD,5000000,5000000,USD,5000000,Venture - Series Unknown,33100000,USD,33100000,33100000,USD,33100000,"Outlier Ventures, Zeroth.AI, IOSG Ventures, Infinite Capital, Cypher Capital",20,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Blockchain and Cryptocurrency, Data and Analytics, Financial Services, Information Technology, Other, Payments, Software",,,,,,"Big Data, Blockchain, Cryptocurrency, Ethereum, FinTech, Information Technology","Singapore, Central Region, Singapore",4
Jala Tech,https://www.crunchbase.com/organization/jala,Growing,Private,For Profit,101-250,,Series A,2023-11-27,,2015-01-01,year,Active,,,7,7,Early Stage Venture,16130000,USD,16130000,16130000,USD,16130000,Series A,28351850,USD,28351850,28351850,USD,28351850,"500 Global, Brinc, Mirova, Intudo Ventures, Real Tech Japan",11,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Agriculture and Farming, Internet Services",,,,,,"AgTech, Aquaculture, Farming, Internet of Things","Yogyakarta, Yogyakarta, Indonesia",
Penta,https://www.crunchbase.com/organization/pentafintech,,Private,For Profit,101-250,"Made Acquisitions, Was Acquired",Series B,2021-08-17,,2016-05-01,month,Active,,,7,9,M&A,15000000,EUR,17564094,15000000,EUR,17564094,Series B,62200000,EUR,71390188,62200000,EUR,71390188,"Fabrick, HV Capital, finleap, Redstone, Citius",14,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Financial Services, Lending and Investments, Other, Professional Services, Software",,,,,,"Accounting, Banking, Financial Services, FinTech, Small and Medium Businesses, Software","Berlin, Berlin, Germany",
Timetree,https://www.crunchbase.com/organization/timetree,Growing,Private,For Profit,11-50,,Series D,2019-12-24,,2014-01-01,year,Active,,,7,4,Late Stage Venture,2726000000,JPY,24920011,2726000000,JPY,24920011,Series D,4272000000,JPY,38897997,4272000000,JPY,38897997,"SMBC Venture Capital, Sumitomo Mitsui Financial Group, Mizuho Capital, Kakao Ventures, IMM Investment",15,Asia-Pacific (APAC),"Apps, Software",,,,,,"Apps, Productivity Tools, Software","Tokyo, Tokyo, Japan",
AirHelp,https://www.crunchbase.com/organization/airhelp,Growing,Private,For Profit,501-1000,,Series B,2019-07-10,,2013-01-25,day,Active,,,7,10,Early Stage Venture,,,,,,,Series B,12221000,USD,12221000,12221000,USD,12221000,"Khosla Ventures, Y Combinator, Pegasus Tech Ventures, Zillionize, Cherubic Ventures",33,"Greater New York Area, East Coast, Northeastern US","Information Technology, Internet Services, Other, Professional Services, Software, Transportation",,,,,,"Air Transportation, Document Management, Internet, Legal, Professional Services","New York, New York, United States",
Landfolk,https://www.crunchbase.com/organization/landfolk-com,Growing,Private,For Profit,11-50,,Series A,2024-07-18,,2021-02-01,day,Active,,,7,3,Early Stage Venture,76000000,DKK,11103920,76000000,DKK,11103920,Series A,15124990,USD,15124990,15124990,USD,15124990,"Export and Investment Fund, Seed Capital, Heartland, Heartland Angels",4,"European Union (EU), Nordic Countries, Scandinavia","Internet Services, Real Estate, Travel and Tourism",,,,,,"Hospitality, Online Portals, Vacation Rental","Aarhus, Midtjylland, Denmark",
Helpling,https://www.crunchbase.com/organization/helpling,,Private,For Profit,101-250,"Made Acquisitions, Was Acquired",Venture - Series Unknown,2019-10-31,,2014-01-10,day,Active,,,7,6,M&A,20000000,EUR,22311468,20000000,EUR,22311468,Venture - Series Unknown,95048939,USD,95048939,95048939,USD,95048939,"Rocket Internet, Lakestar, Mangrove Capital Partners, Point Nine, ProSiebenSat.1 Media",13,"Europe, Middle East, and Africa (EMEA)","Apps, Commerce and Shopping, Internet Services, Real Estate, Software",,,,,,"Apps, Home Services, Internet, Marketplace, Real Estate, Software","London, England, United Kingdom",
Blockpit,https://www.crunchbase.com/organization/blockpit,,Private,For Profit,11-50,Made Acquisitions,Series A,2021-07-07,,2017-08-28,day,Active,,,7,3,Early Stage Venture,8400000,EUR,9906221,8400000,EUR,9906221,Series A,10900000,EUR,12693945,10900000,EUR,12693945,"Middlegame Ventures, Fabric Ventures, coinIX, Tioga Capital Partners, Force Over Mass Capital",8,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Professional Services, Software",,,,,,"Accounting, Blockchain, Cryptocurrency, FinTech, Personal Finance, Software","Linz, Oberosterreich, Austria",
Plantix,https://www.crunchbase.com/organization/peat,Growing,Private,For Profit,251-500,"Made Acquisitions, Was Acquired",Venture - Series Unknown,2020-07-31,,2015-11-12,day,Active,,,7,5,M&A,5000000,EUR,5889399,5000000,EUR,5889399,Venture - Series Unknown,17150000,EUR,19785946,17150000,EUR,19785946,"Index Ventures, Atlantic Labs, Piton Capital, Happiness Capital, RTP Global",7,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Agriculture and Farming, Apps, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,"AgTech, Apps, Artificial Intelligence (AI), Image Recognition","Berlin, Berlin, Germany",
Arianee,https://www.crunchbase.com/organization/arianee,Growing,Private,For Profit,51-100,,Series A,2022-05-10,,2018-01-01,year,Active,,,7,3,Early Stage Venture,20000000,EUR,21058306,20000000,EUR,21058306,Series A,32643185,USD,32643185,32643185,USD,32643185,"Bpifrance, Tiger Global Management, Thibaud Elziere, Isai, Motier Ventures",12,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Blockchain and Cryptocurrency, Clothing and Apparel, Design, Financial Services, Information Technology, Other, Payments, Software",,,,,,"Blockchain, Cryptocurrency, Fashion, Information Technology","Paris, Ile-de-France, France",
South Park Commons,https://www.crunchbase.com/organization/south-park-commons,Growing,Private,For Profit,251-500,,,,Venture Capital,2015-12-01,month,Active,,Seed,7,,,,,,,,,,,,,,,,,,"San Francisco Bay Area, West Coast, Western US","Community and Lifestyle, Other, Professional Services",,Medium,,,,"Association, Communities, Professional Networking","San Francisco, California, United States",114
wefox,https://www.crunchbase.com/organization/wefox,Not Growing,Private,For Profit,1001-5000,Made Acquisitions,Venture - Series Unknown,2024-06-28,,2015-01-01,year,Active,,,7,11,,25000000,EUR,26800426,25000000,EUR,26800426,Venture - Series Unknown,1400300426,USD,1400300426,1510300426,USD,1510300426,"Partners Group, UniCredit, AngelList, Eurazeo, Goldman Sachs",46,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Financial Services, Internet Services",,High,,,,"Financial Services, FinTech, Insurance, InsurTech, Internet","Berlin, Berlin, Germany",
FogHorn,https://www.crunchbase.com/organization/foghorn,,Private,For Profit,51-100,Was Acquired,Series C,2020-02-25,,2014-01-01,year,Active,,,7,5,M&A,25000000,USD,25000000,25000000,USD,25000000,Series C,72500000,USD,72500000,72500000,USD,72500000,"General Electric, Intel Capital, March Capital, Dell, Dell Technologies Capital",15,"San Francisco Bay Area, Silicon Valley, West Coast","Hardware, Internet Services, Manufacturing, Science and Engineering, Software",$100M to $500M,,,,,"Industrial, Internet of Things, Robotics, Software","Sunnyvale, California, United States",
Art.com,https://www.crunchbase.com/organization/art-com,,Private,For Profit,501-1000,"Made Acquisitions, Was Acquired",Debt Financing,2018-01-01,,1998-01-01,year,Active,,,7,5,M&A,12000000,USD,12000000,6240000,USD,6240000,Series C,56240000,USD,56240000,68240000,USD,68240000,"Benchmark, Stripes, Polaris Partners, Armentum Partners, Saints Capital",6,"San Francisco Bay Area, West Coast, Western US",Commerce and Shopping,,,,,,E-Commerce,"San Bruno, California, United States",
ThoughtSpot,https://www.crunchbase.com/organization/thoughtspot,Growing,Private,For Profit,501-1000,Made Acquisitions,Secondary Market,2024-02-01,,2012-06-01,day,Active,,,7,12,Late Stage Venture,,,,100000000,USD,100000000,Series F,663700000,USD,663700000,663700000,USD,663700000,"Fidelity, Khosla Ventures, General Catalyst, Lightspeed Venture Partners, GIC",34,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",$1B to $10B,,,,,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Machine Learning, SaaS","Mountain View, California, United States",
Drive.ai,https://www.crunchbase.com/organization/drive-ai,,Private,For Profit,51-100,Was Acquired,Venture - Series Unknown,2019-09-11,,2015-01-01,year,Closed,,,7,6,M&A,,,,,,,Venture - Series Unknown,77000000,USD,77000000,77000000,USD,77000000,"New Enterprise Associates, Maniv Mobility, InnoSpring Seed Fund, Northern Light Venture Capital, GGV Capital",7,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",,,,,,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Logistics, Machine Learning, Robotics, Software","Mountain View, California, United States",
"Axonis Therapeutics, Inc.",https://www.crunchbase.com/organization/axonius-ca2a,Growing,Private,For Profit,11-50,,Grant,2023-04-05,,2020-01-01,year,Active,,,7,11,Seed,130000,USD,130000,5000000,USD,5000000,Seed,9000000,USD,9000000,14601000,USD,14601000,"Alexandria Venture Investments, MassChallenge, Civilization Ventures, U.S. Department of Defense, BoxOne Ventures",13,"Greater Boston Area, East Coast, New England","Biotechnology, Health Care, Science and Engineering",,,,,,"Biotechnology, Medical","Boston, Massachusetts, United States",
Hopsworks,https://www.crunchbase.com/organization/logical-clocks,Growing,Private,For Profit,11-50,,Series B,2023-06-29,,2016-01-01,year,Active,,,7,3,Early Stage Venture,6500000,USD,6500000,6500000,USD,6500000,Series B,13838170,USD,13838170,13838170,USD,13838170,"Inventure, Frontline Ventures, Industrifonden, Vendep Capital, AI Seed",5,"European Union (EU), Nordic Countries, Scandinavia","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,High,,,,"Analytics, Artificial Intelligence (AI), Big Data, Information Technology, Machine Learning, Open Source, Software","Stockholm, Stockholms Lan, Sweden",
Spatialedge,https://www.crunchbase.com/organization/spatialedge,Growing,Private,For Profit,101-250,Made Acquisitions,Venture - Series Unknown,2024-04-17,,2016-01-01,year,Active,,,7,2,,60000000,ZAR,3158676,60000000,ZAR,3158676,Venture - Series Unknown,3178676,USD,3178676,3178676,USD,3178676,"Techstars, Hlayisani Capital",2,"Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",,High,,,,"Analytics, Artificial Intelligence (AI), Consulting, Information Technology, Machine Learning, Software","Stellenbosch, NA - South Africa, South Africa",
Wrapp,https://www.crunchbase.com/organization/wrapp,,Private,For Profit,51-100,Was Acquired,Venture - Series Unknown,2017-07-12,,2011-05-01,day,Closed,,,7,9,M&A,30000000,SEK,3567148,30000000,SEK,3567148,Venture - Series Unknown,37540124,USD,37540124,37540124,USD,37540124,"Klarna, H&M, Creandum, Qualcomm Ventures, Greylock",13,"European Union (EU), Nordic Countries, Scandinavia","Apps, Commerce and Shopping, Financial Services, Internet Services, Media and Entertainment, Mobile, Software",,,,,,"Apps, FinTech, Gift Card, Mobile, Social Media","Stockholm, Stockholms Lan, Sweden",
SEQL,https://www.crunchbase.com/organization/stac-de21,,Private,For Profit,11-50,,Venture - Series Unknown,2024-07-03,,2020-01-01,year,Active,,,7,6,,1178837,USD,1178837,1178837,USD,1178837,Venture - Series Unknown,7467434,USD,7467434,8556434,USD,8556434,Early Light Ventures,1,"East Coast, Southern US","Apps, Community and Lifestyle, Mobile, Software, Sports",,,,,,"Mobile Apps, Social, Sports","Richmond, Virginia, United States",
Alphonso,https://www.crunchbase.com/organization/alphonso-inc,,Private,For Profit,51-100,Was Acquired,Series A,2017-06-05,,2012-09-01,day,Active,,,7,2,M&A,5600000,USD,5600000,5600000,USD,5600000,Series A,5600000,USD,5600000,6220000,USD,6220000,"Manifest, Jeff Sagansky, Co=Creation=Capital",3,"San Francisco Bay Area, Silicon Valley, West Coast","Advertising, Data and Analytics, Sales and Marketing, Software",,,,,,"Ad Targeting, Advertising, Analytics, Big Data, Brand Marketing, Software","Mountain View, California, United States",
Bombay Hemp Company,https://www.crunchbase.com/organization/bombay-hemp-company,Growing,Private,For Profit,11-50,,Seed,2021-11-16,,2013-01-01,year,Active,,,7,5,Seed,2000000,USD,2000000,2000000,USD,2000000,Seed,5905696,USD,5905696,5905696,USD,5905696,"Rajan Anandan, Yash Kela, Sanvar Oberoi, MA Tejani, Ratan Tata",10,Asia-Pacific (APAC),"Agriculture and Farming, Manufacturing",,Medium,,,,"Agriculture, AgTech, Farming, Manufacturing","Mumbai, Maharashtra, India",
Cobrainer,https://www.crunchbase.com/organization/cobrainer-gmbh,,Private,For Profit,51-100,,Series A,2021-10-25,,2013-01-01,year,Active,,,7,3,Early Stage Venture,11000000,EUR,12770443,11000000,EUR,12770443,Series A,18153000,EUR,20456882,18153000,EUR,20456882,"Wayra, Bayern Kapital, Telefónica Innovation Ventures, Michael Brehm, Linden Capital",7,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Administrative Services, Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Other, Software",,,,,,"Analytics, Data Visualization, Enterprise Software, Machine Learning, Project Management, SaaS, Software","Munich, Bayern, Germany",
GuestReady,https://www.crunchbase.com/organization/guestready,Growing,Private,For Profit,251-500,Made Acquisitions,Equity Crowdfunding,2023-10-20,,2016-05-01,month,Active,,,7,9,,2094126,EUR,2219412,2094126,EUR,2219412,Equity Crowdfunding,18783033,USD,18783033,25656505,USD,25656505,"Boost VC, VentureSouq, Pario Ventures, 808 Ventures, Impulse VC",15,"Europe, Middle East, and Africa (EMEA)","Real Estate, Travel and Tourism",,,,,,"Hospitality, Property Management, Rental Property, Travel","Trogen, Ausser-Rhoden, Switzerland",
Breeze,https://www.crunchbase.com/organization/breeze-9fad,,Private,For Profit,11-50,,Series C,2022-12-02,,2019-01-01,year,Active,,,7,3,Late Stage Venture,1300000,EUR,1369768,1300000,EUR,1369768,Series C,1640000,EUR,1768919,1640000,EUR,1768919,"FJ Labs, Thomas Plantenga, Hype Ventures, Chris Zadeh, Stefan van den Berg",9,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Apps, Community and Lifestyle, Mobile, Software, Travel and Tourism",,,,,,"Apps, Dating, Hospitality, Mobile Apps","Delft, Zuid-Holland, The Netherlands",
Volt Active Data,https://www.crunchbase.com/organization/voltdb,Growing,Private,For Profit,101-250,,Series C,2019-10-23,,2009-04-01,day,Active,,,7,6,Late Stage Venture,10000000,USD,10000000,10000000,USD,10000000,Series C,41645834,USD,41645834,41645834,USD,41645834,"Sigma Partners, Sigma Prime Ventures, Kepha Partners",3,"Greater Boston Area, East Coast, New England","Data and Analytics, Software",$50M to $100M,,,,,"Analytics, Big Data, Data Management, Enterprise Software","Bedford, Massachusetts, United States",
Meadowhawk Biolabs,https://www.crunchbase.com/organization/meadowhawk-biolabs-inc,,Private,For Profit,11-50,,Venture - Series Unknown,2024-07-16,,2021-01-01,year,Active,,,7,3,,5000000,USD,5000000,5000000,USD,5000000,Venture - Series Unknown,20250000,USD,20250000,20250000,USD,20250000,,,"Greater Boston Area, East Coast, New England","Biotechnology, Health Care, Science and Engineering",,,,,,"Biopharma, Biotechnology, Life Science, Medical","Marlborough, Massachusetts, United States",
Airwavz Solutions,https://www.crunchbase.com/organization/airwavz-solutions,Growing,Private,For Profit,11-50,,Debt Financing,2022-04-21,,2013-01-01,year,Active,,,7,8,,70000000,USD,70000000,15000000,USD,15000000,Venture - Series Unknown,48702950,USD,48702950,122883568,USD,122883568,Pamlico Capital,1,"East Coast, Southern US","Hardware, Real Estate",,,,,,"Commercial Real Estate, Telecommunications","Charlotte, North Carolina, United States",
BluePallet,https://www.crunchbase.com/organization/bluepallet,,Private,For Profit,11-50,,Venture - Series Unknown,2022-11-08,,2020-12-28,day,Active,,,7,3,,4223000,USD,4223000,4223000,USD,4223000,Venture - Series Unknown,16956000,USD,16956000,16956000,USD,16956000,"Gradient Ventures, Vinmar Ventures, Mathew Brainerd, Bruce Schechinger, Terry Hill",5,Southern US,"Commerce and Shopping, Internet Services, Science and Engineering",,,,,,"Chemical, E-Commerce, E-Commerce Platforms","Austin, Texas, United States",
Redesign Health,https://www.crunchbase.com/organization/redesign-health,Growing,Private,For Profit,101-250,,Series C,2022-09-13,Venture Capital,2018-01-01,year,Active,,,7,2,Late Stage Venture,65000000,USD,65000000,65000000,USD,65000000,Series C,315000000,USD,315000000,315000000,USD,315000000,"General Catalyst, Euclidean Capital, Centre Street Partners, UPMC Enterprises, CVS Health Ventures",12,"Greater New York Area, East Coast, Northeastern US","Health Care, Other",,High,,,,"Health Care, Medical, Small and Medium Businesses","New York, New York, United States",5
OfBusiness,https://www.crunchbase.com/organization/ofbusiness,Growing,Private,For Profit,501-1000,Made Acquisitions,Series G,2021-12-20,,2015-01-01,year,Active,,,7,11,Late Stage Venture,185000000,USD,185000000,185000000,USD,185000000,Series G,734272105,USD,734272105,878125171,USD,878125171,"Titan Capital, Matrix Partners India, InnoVen Capital, Tiger Global Management, Alpha Wave Global",18,Asia-Pacific (APAC),"Financial Services, Other",,High,,,,"Financial Services, FinTech, Infrastructure, Lending, Small and Medium Businesses","Gurgaon, Haryana, India",5
McKinsey & Company,https://www.crunchbase.com/organization/mckinsey-company,Growing,Private,For Profit,10001+,Made Acquisitions,,,Co-Working Space,1926-01-01,year,Active,,,7,,,,,,,,,,,,,,,,,,"Greater New York Area, East Coast, Northeastern US","Other, Professional Services",,,,,,"Consulting, Management Consulting, Professional Services","New York, New York, United States",14
Artur'In,https://www.crunchbase.com/organization/artur-in,,Private,For Profit,101-250,,Private Equity,2021-06-02,,2016-01-01,year,Active,,,7,2,Private Equity,42000000,EUR,51279484,42000000,EUR,51279484,Private Equity,47500000,EUR,57729924,47500000,EUR,57729924,"PSG Equity, Ventech, DN Capital",3,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Advertising, Artificial Intelligence (AI), Data and Analytics, Real Estate, Sales and Marketing, Science and Engineering, Software",,,,,,"Advertising, Advertising Platforms, Artificial Intelligence (AI), Marketing, Real Estate","Paris, Ile-de-France, France",
Truebil,https://www.crunchbase.com/organization/truebil,,Private,For Profit,251-500,Was Acquired,Venture - Series Unknown,2019-09-11,,2015-01-01,year,Active,,,7,7,M&A,1000000,USD,1000000,1000000,USD,1000000,Venture - Series Unknown,25677018,USD,25677018,27027018,USD,27027018,"Kae Capital, Trifecta Capital Advisors, Athera Venture Partners, Shunwei Capital, Kalaari Capital",9,Asia-Pacific (APAC),"Commerce and Shopping, Transportation",,,,,,"Automotive, E-Commerce","Mumbai, Maharashtra, India",
Spaceti,https://www.crunchbase.com/organization/spaceti,,Private,For Profit,11-50,,Venture - Series Unknown,2022-05-23,,2016-01-01,year,Active,,,7,4,,,,,,,,Venture - Series Unknown,4981483,USD,4981483,4981483,USD,4981483,"Lighthouse Ventures, Reflex Capital, Venture to Future Fund, Watheeq Proptech Venture, RElab",7,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Internet Services, Navigation and Mapping, Real Estate, Software",,,,,,"Facility Management, Indoor Positioning, Internet of Things, SaaS, Smart Building","Amsterdam, Noord-Holland, The Netherlands",
Essentium,https://www.crunchbase.com/organization/essentium-materials,Growing,Private,For Profit,11-50,"Made Acquisitions, Was Acquired",Series A,2019-01-24,,2013-01-01,year,Active,,,7,3,M&A,22200000,USD,22200000,22200000,USD,22200000,Series A,22200000,USD,22200000,23245239,USD,23245239,"National Science Foundation, Materialise, BASF Venture Capital, Genesis Park",4,Southern US,"Consumer Electronics, Hardware, Manufacturing",,Medium,,,,"3D Printing, Electronics, Manufacturing","College Station, Texas, United States",
HyPoint,https://www.crunchbase.com/organization/bmpower,,Private,For Profit,51-100,Was Acquired,Convertible Note,2022-03-04,,2018-01-01,year,Closed,,,7,13,M&A,,,,250000,USD,250000,Series A,5540000,USD,5540000,5540000,USD,5540000,"Newchip Accelerator, Alchemist Accelerator, Network.VC, Asymmetry Ventures, 808 Ventures",18,"San Francisco Bay Area, Silicon Valley, West Coast","Energy, Science and Engineering, Sustainability, Transportation",,,,,,"Aerospace, Air Transportation, Clean Energy, Electric Vehicle, Fuel Cell","Menlo Park, California, United States",
CAST AI,https://www.crunchbase.com/organization/cast-ai,Growing,Private,For Profit,51-100,,Series B,2023-11-07,,2019-10-01,day,Active,,,7,5,Early Stage Venture,35000000,USD,35000000,35000000,USD,35000000,Series B,73000000,USD,73000000,73000000,USD,73000000,"Uncorrelated Ventures, Creandum, DNX Ventures, Cota Capital, Vintage Investment Partners",10,"Greater Miami Area, East Coast, Southern US","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Privacy and Security, Science and Engineering, Software",,High,,,,"Artificial Intelligence (AI), Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Security, Developer Platform, Developer Tools, DevOps, SaaS, Software","North Miami Beach, Florida, United States",
ICONIUM,https://www.crunchbase.com/organization/iconium,,Private,For Profit,1-10,,Seed,2018-11-07,"Private Equity Firm, Venture Capital",2018-01-10,day,Active,,"Early Stage Venture, Initial Coin Offering, Seed",7,1,Seed,5000000,EUR,5716376,5000000,EUR,5716376,Seed,5000000,EUR,5716376,5000000,EUR,5716376,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",,,,,,"Asset Management, Blockchain, Cryptocurrency","Milan, Lombardia, Italy",34
crop.zone,https://www.crunchbase.com/organization/crop-zone,Growing,Private,For Profit,11-50,,Series A,2022-06-07,,2019-12-01,day,Active,,,7,2,Early Stage Venture,11000000,USD,11000000,11000000,USD,11000000,Series A,12664145,USD,12664145,12664145,USD,12664145,"Demeter, Nufarm, MADAUS Capital Partners",3,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Agriculture and Farming,,,,,,"Agriculture, AgTech, Farming","Aachen, Nordrhein-Westfalen, Germany",
MedTrace Pharma,https://www.crunchbase.com/organization/medtrace,Growing,Private,For Profit,11-50,,Venture - Series Unknown,2023-09-21,,2015-01-05,day,Active,,,7,4,,19000000,USD,19000000,19000000,USD,19000000,Venture - Series Unknown,49611662,USD,49611662,52302287,USD,52302287,"European Innovation Council, Vaekstfonden, ATP, Syddansk Innovation, BankInvest",7,"European Union (EU), Nordic Countries, Scandinavia","Biotechnology, Health Care, Science and Engineering",,High,,,,"Health Care, Health Diagnostics, Life Science, Medical Device, Pharmaceutical","Lyngby, Hovedstaden, Denmark",
Giotto.ai,https://www.crunchbase.com/organization/l2f-learn-to-forecast,,Private,For Profit,11-50,,Venture - Series Unknown,2023-02-09,,2017-10-01,month,Active,,,7,6,,2600000,CHF,2819528,2600000,CHF,2819528,Venture - Series Unknown,9500000,CHF,10058200,10650000,CHF,11242207,"Foundation for Technological Innovation (FIT), 4FO Ventures",2,"Europe, Middle East, and Africa (EMEA)","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,,,,"Artificial Intelligence (AI), Big Data, Data Integration, Data Mining, Machine Learning, Predictive Analytics, Software","Lausanne, Vaud, Switzerland",
